B [Gauss],X  [Volt],Y  [Volt], time [ms]
3.59E+03,1.24E-01,-5.29E-04,5020
3.59E+03,1.25E-01,-5.37E-04,5030
3.59E+03,1.26E-01,-5.45E-04,5040
3.59E+03,1.27E-01,-5.51E-04,5050
3.59E+03,1.28E-01,-5.55E-04,5060
3.59E+03,1.29E-01,-5.59E-04,5070
3.59E+03,1.30E-01,-5.62E-04,5080
3.59E+03,1.31E-01,-5.63E-04,5090
3.59E+03,1.32E-01,-5.63E-04,5100
3.59E+03,1.33E-01,-5.61E-04,5110
3.59E+03,1.33E-01,-5.57E-04,5120
3.59E+03,1.34E-01,-5.52E-04,5130
3.59E+03,1.35E-01,-5.48E-04,5140
3.59E+03,1.36E-01,-5.41E-04,5150
3.59E+03,1.37E-01,-5.32E-04,5160
3.59E+03,1.38E-01,-5.25E-04,5170
3.59E+03,1.38E-01,-5.19E-04,5180
3.59E+03,1.39E-01,-5.11E-04,5190
3.59E+03,1.40E-01,-5.05E-04,5200
3.59E+03,1.40E-01,-5.00E-04,5210
3.59E+03,1.41E-01,-4.96E-04,5220
3.58E+03,1.42E-01,-4.92E-04,5230
3.59E+03,1.42E-01,-4.90E-04,5240
3.59E+03,1.43E-01,-4.90E-04,5250
3.59E+03,1.44E-01,-4.91E-04,5260
3.59E+03,1.44E-01,-4.93E-04,5270
3.59E+03,1.45E-01,-4.97E-04,5280
3.59E+03,1.45E-01,-5.01E-04,5290
3.59E+03,1.46E-01,-5.04E-04,5300
3.59E+03,1.46E-01,-5.06E-04,5310
3.58E+03,1.47E-01,-5.08E-04,5320
3.58E+03,1.47E-01,-5.09E-04,5330
3.59E+03,1.47E-01,-5.08E-04,5340
3.58E+03,1.48E-01,-5.05E-04,5350
3.58E+03,1.48E-01,-5.01E-04,5360
3.59E+03,1.48E-01,-4.94E-04,5370
3.59E+03,1.49E-01,-4.84E-04,5380
3.59E+03,1.49E-01,-4.75E-04,5390
3.59E+03,1.49E-01,-4.63E-04,5400
3.59E+03,1.49E-01,-4.52E-04,5410
3.58E+03,1.49E-01,-4.44E-04,5420
3.58E+03,1.49E-01,-4.35E-04,5430
3.58E+03,1.49E-01,-4.23E-04,5440
3.59E+03,1.49E-01,-4.12E-04,5450
3.58E+03,1.49E-01,-4.01E-04,5460
3.58E+03,1.49E-01,-3.90E-04,5470
3.59E+03,1.49E-01,-3.80E-04,5480
3.58E+03,1.49E-01,-3.68E-04,5490
3.58E+03,1.49E-01,-3.58E-04,5500
3.58E+03,1.48E-01,-3.48E-04,5510
3.58E+03,1.48E-01,-3.40E-04,5520
3.58E+03,1.48E-01,-3.33E-04,5530
3.58E+03,1.48E-01,-3.24E-04,5540
3.58E+03,1.47E-01,-3.18E-04,5550
3.58E+03,1.47E-01,-3.09E-04,5560
3.58E+03,1.47E-01,-2.98E-04,5570
3.58E+03,1.46E-01,-2.88E-04,5580
3.58E+03,1.46E-01,-2.78E-04,5590
3.58E+03,1.45E-01,-2.64E-04,5600
3.58E+03,1.45E-01,-2.50E-04,5610
3.58E+03,1.44E-01,-2.37E-04,5620
3.58E+03,1.44E-01,-2.24E-04,5630
3.58E+03,1.43E-01,-2.10E-04,5640
3.58E+03,1.43E-01,-1.96E-04,5650
3.58E+03,1.42E-01,-1.82E-04,5660
3.58E+03,1.41E-01,-1.71E-04,5670
3.58E+03,1.40E-01,-1.56E-04,5680
3.58E+03,1.39E-01,-1.48E-04,5690
3.58E+03,1.38E-01,-1.40E-04,5700
3.58E+03,1.38E-01,-1.35E-04,5710
3.58E+03,1.37E-01,-1.32E-04,5720
3.58E+03,1.36E-01,-1.30E-04,5730
3.58E+03,1.35E-01,-1.29E-04,5740
3.58E+03,1.34E-01,-1.29E-04,5750
3.58E+03,1.33E-01,-1.30E-04,5760
3.58E+03,1.32E-01,-1.33E-04,5770
3.58E+03,1.31E-01,-1.35E-04,5780
3.58E+03,1.29E-01,-1.39E-04,5790
